"id","pm01","pm25","pm10","temperature","humidity","event"
"21675","2","2","4","33.20","75.50","2023-07-15 13:20:50"
"21676","3","4","5","33.90","72.80","2023-07-15 13:35:50"
"21677","66","70","70","34.10","72.30","2023-07-15 13:50:50"
"21678","30","37","38","34.20","71.70","2023-07-15 14:05:50"
"21679","37","40","40","34.60","70.50","2023-07-15 14:20:50"
"21680","3","3","4","34.30","70.70","2023-07-15 14:35:50"
"21681","2","4","4","33.20","75.40","2023-07-15 14:50:49"
"21682","3","4","4","33.80","72.90","2023-07-15 15:05:49"
"21683","2","3","4","31.40","85.60","2023-07-15 15:20:49"
"21684","3","5","7","31.40","82.10","2023-07-15 15:35:49"
"21685","4","5","6","31.60","81.30","2023-07-15 15:50:50"
"21686","2","3","4","31.90","81.10","2023-07-15 16:05:50"
"21687","1","2","2","31.70","81.30","2023-07-15 16:20:49"
"21688","1","2","3","31.80","80.30","2023-07-15 16:35:49"
"21689","2","4","6","31.90","80.60","2023-07-15 16:50:49"
"21690","1","2","2","31.80","80.90","2023-07-15 17:05:49"
"21691","2","3","4","31.70","80.90","2023-07-15 17:20:49"
"21692","2","3","3","nan","nan","2023-07-15 17:35:49"
"21693","1","3","4","nan","nan","2023-07-15 17:50:49"
"21694","1","2","2","nan","nan","2023-07-15 18:05:49"
"21695","2","4","4","31.20","84.10","2023-07-15 18:20:48"
"21696","2","3","3","31.00","84.80","2023-07-15 18:35:48"
"21697","0","0","0","30.90","84.50","2023-07-15 18:50:48"
"21698","0","1","1","30.70","84.40","2023-07-15 19:05:48"
"21699","52","55","56","30.60","84.20","2023-07-15 19:20:48"
"21700","30","34","35","30.40","84.80","2023-07-15 19:35:48"
"21701","1","2","4","30.30","85.00","2023-07-15 19:50:48"
"21702","0","3","3","30.20","84.30","2023-07-15 20:05:48"
"21703","2","2","2","nan","nan","2023-07-15 20:20:48"
"21704","0","0","0","30.00","85.10","2023-07-15 20:35:49"
"21705","0","0","0","30.00","85.70","2023-07-15 20:50:49"
"21706","2","3","4","30.00","85.70","2023-07-15 21:05:49"
"21707","1","1","3","29.90","86.40","2023-07-15 21:20:49"
"21708","2","2","2","29.80","86.40","2023-07-15 21:35:49"
"21709","2","3","3","nan","nan","2023-07-15 21:50:49"
"21710","1","1","3","29.80","87.40","2023-07-15 22:05:49"
"21711","0","2","3","29.80","86.20","2023-07-15 22:20:49"
"21712","1","1","1","29.80","88.90","2023-07-15 22:35:49"
"21713","0","0","1","nan","nan","2023-07-15 22:50:49"
"21714","3","3","4","29.80","87.30","2023-07-15 23:05:49"
"21715","1","3","3","29.70","88.20","2023-07-15 23:20:49"
"21716","2","3","3","nan","nan","2023-07-15 23:35:49"
"21717","0","0","0","29.70","88.90","2023-07-15 23:50:49"
"21718","1","2","2","29.60","88.90","2023-07-16 00:05:50"
"21719","0","1","1","nan","nan","2023-07-16 00:20:50"
"21720","2","3","4","nan","nan","2023-07-16 00:35:50"
"21721","0","0","1","nan","nan","2023-07-16 00:50:49"
"21722","2","2","2","29.60","88.10","2023-07-16 01:05:49"
"21723","0","1","1","29.60","88.10","2023-07-16 01:20:49"
"21724","2","2","2","nan","nan","2023-07-16 01:35:49"
"21725","0","1","1","29.50","89.60","2023-07-16 01:50:49"
"21726","2","2","2","29.00","92.80","2023-07-16 02:05:49"
"21727","0","0","1","nan","nan","2023-07-16 02:20:49"
"21728","0","1","1","nan","nan","2023-07-16 02:35:49"
"21729","1","5","5","29.30","91.00","2023-07-16 02:50:49"
"21730","0","0","0","nan","nan","2023-07-16 03:05:49"
"21731","0","0","0","29.20","93.70","2023-07-16 03:20:49"
"21732","1","2","2","29.10","93.00","2023-07-16 03:35:49"
"21733","1","2","2","29.10","92.70","2023-07-16 03:50:48"
"21734","1","3","4","29.10","92.00","2023-07-16 04:05:49"
"21735","0","0","0","29.10","91.50","2023-07-16 04:20:48"
"21736","0","1","1","29.20","91.80","2023-07-16 04:35:48"
"21737","0","2","2","29.10","92.40","2023-07-16 04:50:48"
"21738","0","2","2","29.10","90.90","2023-07-16 05:05:48"
"21739","1","1","1","29.10","91.50","2023-07-16 05:20:48"
"21740","1","2","4","29.10","89.80","2023-07-16 05:35:48"
"21741","1","2","2","29.10","91.30","2023-07-16 05:50:48"
"21742","2","3","6","29.10","91.00","2023-07-16 06:05:48"
"21743","1","2","2","29.10","90.70","2023-07-16 06:20:48"
"21744","1","2","3","29.10","91.10","2023-07-16 06:35:48"
"21745","1","2","2","29.10","91.10","2023-07-16 06:50:48"
"21746","2","2","3","29.10","91.80","2023-07-16 07:05:48"
"21747","1","2","4","29.10","90.40","2023-07-16 07:20:47"
"21748","0","1","4","29.30","89.00","2023-07-16 07:35:47"
"21749","2","3","3","29.40","88.10","2023-07-16 07:50:48"
"21750","0","1","1","29.40","86.80","2023-07-16 08:05:47"
"21751","1","2","2","29.50","88.30","2023-07-16 08:20:47"
"21752","1","2","2","29.60","88.50","2023-07-16 08:35:47"
"21753","1","2","3","29.70","87.70","2023-07-16 08:50:47"
"21754","1","3","3","29.80","86.90","2023-07-16 09:05:48"
"21755","1","1","1","29.90","86.10","2023-07-16 09:20:47"
"21756","2","2","2","30.00","86.70","2023-07-16 09:35:47"
"21757","2","2","3","30.20","86.60","2023-07-16 09:50:48"
"21758","30","121","121","30.40","84.90","2023-07-16 10:05:48"
"21759","66","145","145","31.00","84.40","2023-07-16 10:20:48"
"21760","1","4","4","31.60","79.20","2023-07-16 10:35:48"
"21761","0","1","1","32.00","77.50","2023-07-16 10:50:47"
"21762","2","3","3","32.20","78.70","2023-07-16 11:05:47"
"21763","0","1","1","32.20","77.30","2023-07-16 11:20:47"
"21764","47","93","93","32.10","78.30","2023-07-16 11:35:47"
"21765","1","2","2","32.00","78.80","2023-07-16 11:50:47"
"21766","1","1","2","32.10","79.50","2023-07-16 12:05:47"
"21767","0","0","0","32.40","77.60","2023-07-16 12:20:47"
"21768","1","1","2","32.60","77.20","2023-07-16 12:35:47"
"21769","41","45","45","32.60","76.90","2023-07-16 12:50:47"
"21770","5","5","7","32.70","77.60","2023-07-16 13:05:47"
"21771","2","3","3","32.80","75.30","2023-07-16 13:20:47"
"21772","106","109","109","33.30","73.80","2023-07-16 13:35:47"
"21773","1","2","2","33.80","73.70","2023-07-16 13:50:47"
"21774","1","1","1","34.40","72.00","2023-07-16 14:05:47"
"21775","2","3","3","34.30","72.30","2023-07-16 14:20:47"
"21776","65","69","69","33.60","75.40","2023-07-16 14:35:47"
"21777","1","2","3","32.80","77.10","2023-07-16 14:50:47"
"21778","2","3","3","32.90","78.50","2023-07-16 15:05:47"
"21779","0","1","1","33.10","77.60","2023-07-16 15:20:47"
"21780","2","3","3","33.10","76.00","2023-07-16 15:35:47"
"21781","1","1","1","33.00","75.20","2023-07-16 15:50:47"
"21782","2","3","3","32.90","77.60","2023-07-16 16:05:46"
"21783","1","4","4","32.80","77.20","2023-07-16 16:20:47"
"21784","0","1","6","32.30","79.60","2023-07-16 16:35:47"
"21785","2","3","5","32.50","80.40","2023-07-16 16:50:46"
"21786","60","63","63","32.10","79.00","2023-07-16 17:05:47"
"21787","123","128","128","31.90","79.10","2023-07-16 17:20:46"
"21788","104","105","106","31.60","82.60","2023-07-16 17:35:46"
"21789","3","4","5","31.30","84.20","2023-07-16 17:50:46"
"21790","96","99","101","31.40","83.30","2023-07-16 18:05:46"
"21791","110","113","114","31.20","84.40","2023-07-16 18:20:46"
"21792","134","139","139","31.00","84.10","2023-07-16 18:35:45"
"21793","34","40","41","30.90","84.70","2023-07-16 18:50:46"
"21794","129","141","142","30.40","87.20","2023-07-16 19:05:45"
"21795","98","149","151","29.90","88.30","2023-07-16 19:20:45"
"21796","127","142","142","29.80","88.00","2023-07-16 19:35:45"
"21797","3","5","5","29.30","90.60","2023-07-16 19:50:45"
"21798","3","5","5","28.90","89.90","2023-07-16 20:05:45"
"21799","6","9","9","28.90","89.70","2023-07-16 20:20:44"
"21800","5","8","8","28.70","91.30","2023-07-16 20:35:44"
"21801","7","9","12","28.90","91.50","2023-07-16 20:50:44"
"21802","6","11","12","29.20","90.20","2023-07-16 21:05:44"
"21803","7","9","10","29.40","91.10","2023-07-16 21:20:44"
"21804","11","14","14","29.00","92.10","2023-07-16 21:35:44"
"21805","7","8","8","28.60","94.70","2023-07-16 21:50:44"
"21806","7","11","12","28.90","91.00","2023-07-16 22:05:44"
"21807","7","10","10","29.10","90.00","2023-07-16 22:20:44"
"21808","9","13","14","29.10","90.10","2023-07-16 22:35:44"
"21809","8","11","12","29.10","89.80","2023-07-16 22:50:44"
"21810","4","8","9","29.10","89.00","2023-07-16 23:05:44"
"21811","7","11","11","29.10","88.30","2023-07-16 23:20:44"
"21812","6","12","12","29.10","88.00","2023-07-16 23:35:44"
"21813","5","9","9","29.10","87.80","2023-07-16 23:50:44"
"21814","3","5","6","29.00","87.40","2023-07-17 00:05:43"
"21815","8","11","11","29.00","86.30","2023-07-17 00:20:43"
"21816","6","9","10","29.00","86.90","2023-07-17 00:35:43"
"21817","5","7","7","29.10","88.00","2023-07-17 00:50:43"
"21818","5","8","8","29.10","87.40","2023-07-17 01:05:42"
"21819","7","9","10","29.00","88.40","2023-07-17 01:20:42"
"21820","4","6","6","29.00","88.20","2023-07-17 01:35:42"
"21821","6","8","8","28.90","88.80","2023-07-17 01:50:42"
"21822","4","9","9","28.90","87.80","2023-07-17 02:05:41"
"21823","6","8","10","28.80","88.10","2023-07-17 02:20:41"
"21824","4","8","10","28.90","87.80","2023-07-17 02:35:42"
"21825","5","10","11","28.90","87.00","2023-07-17 02:50:42"
"21826","5","8","10","28.80","87.80","2023-07-17 03:05:41"
"21827","6","7","7","28.80","87.70","2023-07-17 03:20:41"
"21828","4","9","9","28.70","87.70","2023-07-17 03:35:41"
"21829","5","11","13","28.70","87.40","2023-07-17 03:50:41"
"21830","6","8","11","28.70","87.70","2023-07-17 04:05:41"
"21831","6","9","9","28.70","87.10","2023-07-17 04:20:40"
"21832","6","10","11","28.60","86.80","2023-07-17 04:35:40"
"21833","4","9","11","28.70","86.60","2023-07-17 04:50:40"
"21834","6","9","11","28.70","87.20","2023-07-17 05:05:40"
"21835","6","11","15","28.50","88.50","2023-07-17 05:20:40"
"21836","5","10","12","28.40","88.80","2023-07-17 05:35:40"
"21837","8","12","12","28.40","89.30","2023-07-17 05:50:39"
"21838","7","10","16","28.40","88.00","2023-07-17 06:05:39"
"21839","5","10","13","28.40","87.90","2023-07-17 06:20:39"
"21840","6","12","14","28.40","88.10","2023-07-17 06:35:39"
"21841","7","9","13","28.30","88.90","2023-07-17 06:50:39"
"21842","8","15","16","28.20","88.90","2023-07-17 07:05:39"
"21843","5","10","12","nan","nan","2023-07-17 07:20:39"
"21844","9","17","20","28.00","88.40","2023-07-17 07:35:39"
"21845","8","13","14","28.50","85.10","2023-07-17 07:50:39"
"21846","10","15","19","28.80","83.10","2023-07-17 08:05:39"
"21847","6","11","13","29.10","81.60","2023-07-17 08:20:39"
"21848","7","11","12","29.30","81.10","2023-07-17 08:35:39"
"21849","8","14","15","29.90","78.60","2023-07-17 08:50:38"
"21850","6","12","16","29.50","79.70","2023-07-17 09:05:38"
"21851","8","13","16","29.30","80.10","2023-07-17 09:20:38"
"21852","7","12","12","29.60","78.00","2023-07-17 09:35:39"
"21853","8","13","14","29.60","77.90","2023-07-17 09:50:38"
"21854","6","11","14","29.80","78.20","2023-07-17 10:05:38"
"21855","4","8","10","29.60","77.80","2023-07-17 10:20:38"
"21856","7","16","18","29.40","77.10","2023-07-17 10:35:38"
"21857","5","12","13","29.70","76.80","2023-07-17 10:50:38"
"21858","5","11","12","30.30","76.00","2023-07-17 11:05:38"
"21859","6","15","16","30.40","75.30","2023-07-17 11:20:38"
"21860","8","15","16","30.70","71.40","2023-07-17 11:35:37"
"21861","8","12","12","31.10","72.10","2023-07-17 11:50:37"
"21862","5","11","12","31.00","70.80","2023-07-17 12:05:37"
"21863","9","17","23","31.00","70.50","2023-07-17 12:20:37"
"21864","6","12","14","31.40","70.50","2023-07-17 12:35:38"
"21865","4","10","16","31.20","71.50","2023-07-17 12:50:37"
"21866","5","15","18","31.00","71.60","2023-07-17 13:05:37"
"21867","5","9","10","31.50","69.00","2023-07-17 13:20:37"
"21868","8","18","23","31.90","68.10","2023-07-17 13:35:38"
"21869","3","8","9","32.90","65.50","2023-07-17 13:50:37"
"21870","6","11","15","32.90","64.30","2023-07-17 14:05:37"
"21871","6","12","12","32.70","65.50","2023-07-17 14:20:38"
"21872","7","11","13","32.70","65.40","2023-07-17 14:35:38"
"21873","4","7","7","32.50","64.10","2023-07-17 14:50:38"
"21874","4","9","9","32.50","66.40","2023-07-17 15:05:37"
"21875","5","9","10","32.30","65.10","2023-07-17 15:20:37"
"21876","4","10","12","32.20","66.90","2023-07-17 15:35:36"
"21877","16","25","26","32.00","66.00","2023-07-17 15:50:36"
"21878","8","12","12","31.80","66.30","2023-07-17 16:05:37"
"21879","5","8","11","32.00","66.10","2023-07-17 16:20:37"
"21880","9","14","18","32.00","65.00","2023-07-17 16:35:37"
"21881","7","11","13","31.70","66.50","2023-07-17 16:50:37"
"21882","7","11","13","31.60","66.50","2023-07-17 17:05:37"
"21883","5","8","9","31.10","67.80","2023-07-17 17:20:38"
"21884","9","13","13","31.10","67.70","2023-07-17 17:35:37"
"21885","8","12","13","30.80","68.90","2023-07-17 17:50:38"
"21886","6","11","13","30.70","70.20","2023-07-17 18:05:38"
"21887","5","11","12","30.50","71.30","2023-07-17 18:20:37"
"21888","5","12","13","30.40","72.00","2023-07-17 18:35:37"
"21889","6","14","16","30.40","72.20","2023-07-17 18:50:37"
"21890","8","14","16","30.20","74.50","2023-07-17 19:05:37"
"21891","11","16","17","29.80","74.80","2023-07-17 19:20:37"
"21892","8","16","17","29.70","74.50","2023-07-17 19:35:37"
"21893","9","15","19","29.40","75.70","2023-07-17 19:50:36"
"21894","14","19","23","29.30","75.40","2023-07-17 20:05:36"
"21895","30","44","47","29.30","76.60","2023-07-17 20:20:35"
"21896","15","20","20","29.10","76.50","2023-07-17 20:35:35"
"21897","15","23","25","29.20","75.80","2023-07-17 20:50:35"
"21898","9","12","13","29.10","77.20","2023-07-17 21:05:35"
"21899","11","18","24","28.90","77.50","2023-07-17 21:20:35"
"21900","10","24","25","29.10","76.60","2023-07-17 21:35:35"
"21901","6","14","16","28.90","77.50","2023-07-17 21:50:35"
"21902","12","19","20","28.50","78.40","2023-07-17 22:05:34"
"21903","11","20","22","28.40","79.50","2023-07-17 22:20:34"
"21904","19","33","34","28.30","79.70","2023-07-17 22:35:34"
"21905","9","17","19","28.40","79.30","2023-07-17 22:50:34"
"21906","12","18","18","28.20","79.40","2023-07-17 23:05:35"
"21907","10","14","14","28.40","79.60","2023-07-17 23:20:35"
"21908","7","13","15","28.30","79.60","2023-07-17 23:35:35"
"21909","4","7","7","28.40","79.40","2023-07-17 23:50:35"
"21910","6","9","9","28.40","79.20","2023-07-18 00:05:35"
"21911","8","11","13","28.30","79.90","2023-07-18 00:20:35"
"21912","6","9","12","28.30","80.00","2023-07-18 00:35:35"
"21913","5","8","8","28.30","80.30","2023-07-18 00:50:35"
"21914","4","7","8","28.20","80.80","2023-07-18 01:05:34"
"21915","5","8","9","28.20","81.20","2023-07-18 01:20:34"
"21916","6","12","13","28.20","80.70","2023-07-18 01:35:34"
"21917","4","6","7","28.20","81.00","2023-07-18 01:50:34"
"21918","4","7","7","28.10","81.00","2023-07-18 02:05:34"
"21919","4","6","6","28.10","81.20","2023-07-18 02:20:33"
"21920","5","10","12","28.20","81.10","2023-07-18 02:35:33"
"21921","7","9","11","28.00","82.50","2023-07-18 02:50:33"
"21922","4","7","8","28.00","82.10","2023-07-18 03:05:33"
"21923","4","6","7","28.10","82.40","2023-07-18 03:20:34"
"21924","5","9","11","28.10","82.70","2023-07-18 03:35:34"
"21925","6","11","13","28.20","82.60","2023-07-18 03:50:34"
"21926","5","9","10","28.10","83.00","2023-07-18 04:05:34"
"21927","3","8","9","27.80","84.00","2023-07-18 04:20:34"
"21928","4","11","13","27.70","85.00","2023-07-18 04:35:34"
"21929","5","10","12","27.80","84.60","2023-07-18 04:50:34"
"21930","6","10","11","27.60","84.30","2023-07-18 05:05:34"
"21931","5","8","9","27.80","83.80","2023-07-18 05:20:34"
"21932","5","9","15","27.60","85.00","2023-07-18 05:35:34"
"21933","9","12","13","27.40","85.90","2023-07-18 05:50:34"
"21934","10","14","15","27.70","85.60","2023-07-18 06:05:33"
"21935","13","20","22","27.60","86.40","2023-07-18 06:20:34"
"21936","10","15","18","27.70","86.70","2023-07-18 06:35:34"
"21937","10","16","19","27.80","87.50","2023-07-18 06:50:33"
"21938","7","10","13","27.70","87.10","2023-07-18 07:05:34"
"21939","13","24","26","27.90","86.10","2023-07-18 07:20:33"
"21940","11","18","21","28.00","85.60","2023-07-18 07:35:33"
"21941","19","30","32","28.20","84.20","2023-07-18 07:50:33"
"21942","6","15","15","28.20","85.10","2023-07-18 08:05:33"
"21943","8","12","15","28.10","85.10","2023-07-18 08:20:33"
"21944","8","11","12","28.00","85.70","2023-07-18 08:35:33"
"21945","8","12","12","28.00","85.60","2023-07-18 08:50:32"
"21946","8","12","13","28.10","84.90","2023-07-18 09:05:32"
"21947","8","15","16","28.40","83.60","2023-07-18 09:20:32"
"21948","8","12","13","29.40","80.60","2023-07-18 09:35:32"
"21949","99","139","145","28.90","81.90","2023-07-18 09:50:32"
"21950","30","49","55","30.00","79.10","2023-07-18 10:05:32"
"21951","8","14","15","29.70","79.00","2023-07-18 10:20:32"
"21952","7","10","10","29.30","78.80","2023-07-18 10:35:32"
"21953","37","50","51","29.80","78.90","2023-07-18 10:50:31"
"21954","9","15","17","30.20","77.80","2023-07-18 11:05:32"
"21955","17","26","28","29.40","79.70","2023-07-18 11:20:32"
"21956","10","18","21","30.40","77.50","2023-07-18 11:35:32"
"21957","11","16","17","29.90","77.90","2023-07-18 11:50:31"
"21958","12","16","16","30.40","77.10","2023-07-18 12:05:32"
"21959","17","26","26","30.70","76.40","2023-07-18 12:20:31"
"21960","11","20","21","31.00","75.90","2023-07-18 12:35:31"
"21961","9","16","17","30.20","77.70","2023-07-18 12:50:31"
"21962","9","13","14","30.80","75.60","2023-07-18 13:05:31"
"21963","9","14","16","29.90","82.10","2023-07-18 13:20:31"
"21964","16","25","26","30.40","78.50","2023-07-18 13:35:31"
"21965","12","18","20","30.50","78.00","2023-07-18 13:50:31"
"21966","11","18","18","30.50","78.30","2023-07-18 14:05:31"
"21967","8","12","14","31.30","75.30","2023-07-18 14:20:31"
"21968","15","22","24","31.50","73.90","2023-07-18 14:35:31"
"21969","8","12","12","30.70","77.20","2023-07-18 14:50:31"
"21970","10","15","16","30.50","79.10","2023-07-18 15:05:31"
"21971","8","14","15","30.40","79.10","2023-07-18 15:20:30"
"21972","11","17","18","29.90","80.30","2023-07-18 15:35:30"
"21973","6","11","12","31.10","77.80","2023-07-18 15:50:30"
"21974","8","12","13","31.30","76.20","2023-07-18 16:05:30"
"21975","8","13","13","31.10","76.80","2023-07-18 16:20:30"
"21976","11","16","19","31.20","77.20","2023-07-18 16:35:30"
"21977","8","16","18","31.20","79.10","2023-07-18 16:50:30"
"21978","6","12","16","30.90","78.50","2023-07-18 17:05:31"
"21979","6","10","11","30.40","81.30","2023-07-18 17:20:30"
"21980","8","16","19","30.00","81.70","2023-07-18 17:35:30"
"21981","10","16","19","30.10","81.10","2023-07-18 17:50:30"
"21982","9","20","23","30.30","80.70","2023-07-18 18:05:30"
"21983","10","14","17","30.30","82.10","2023-07-18 18:20:30"
"21984","6","10","12","nan","nan","2023-07-18 18:35:29"
"21985","7","13","15","30.10","82.50","2023-07-18 18:50:29"
"21986","8","15","16","29.60","83.90","2023-07-18 19:05:29"
"21987","10","15","16","28.70","88.70","2023-07-18 19:20:29"
"21988","10","19","22","27.60","97.20","2023-07-18 19:35:29"
"21989","8","12","13","27.60","100.00","2023-07-18 19:50:29"
"21990","9","14","16","27.40","99.00","2023-07-18 20:05:29"
"21991","13","18","19","27.50","100.00","2023-07-18 20:20:29"
"21992","9","14","15","27.50","100.00","2023-07-18 20:35:28"
"21993","8","13","14","27.60","99.90","2023-07-18 20:50:28"
"21994","10","16","21","27.50","100.00","2023-07-18 21:05:28"
"21995","10","18","19","27.70","100.00","2023-07-18 21:20:28"
"21996","10","16","18","27.50","100.00","2023-07-18 21:35:28"
"21997","17","25","26","27.90","99.70","2023-07-18 21:50:27"
"21998","28","39","41","27.60","98.70","2023-07-18 22:05:27"
"21999","30","40","41","27.70","98.80","2023-07-18 22:20:27"
"22000","17","27","32","27.70","99.20","2023-07-18 22:35:27"
"22001","18","24","25","27.70","96.80","2023-07-18 22:50:28"
"22002","12","17","18","27.60","95.70","2023-07-18 23:05:27"
"22003","12","24","27","27.60","95.70","2023-07-18 23:20:27"
"22004","10","16","17","27.60","97.10","2023-07-18 23:35:27"
"22005","12","16","17","27.50","98.20","2023-07-18 23:50:26"
"22006","15","20","25","27.60","98.20","2023-07-19 00:05:26"
"22007","30","44","47","27.60","96.10","2023-07-19 00:20:26"
"22008","11","16","18","27.80","97.40","2023-07-19 00:35:26"
"22009","29","37","39","27.80","95.60","2023-07-19 00:50:26"
"22010","20","29","32","27.60","98.00","2023-07-19 01:05:26"
"22011","21","30","32","27.70","98.80","2023-07-19 01:20:26"
"22012","19","27","28","27.60","98.70","2023-07-19 01:35:26"
"22013","19","25","27","27.50","98.10","2023-07-19 01:50:26"
"22014","21","36","37","27.40","97.70","2023-07-19 02:05:26"
"22015","20","35","40","27.50","97.70","2023-07-19 02:20:26"
"22016","15","21","23","27.50","98.30","2023-07-19 02:35:25"
"22017","8","12","12","27.60","98.50","2023-07-19 02:50:26"
"22018","7","9","9","27.60","98.50","2023-07-19 03:05:25"
"22019","5","8","8","27.70","97.60","2023-07-19 03:20:25"
"22020","6","9","9","27.70","96.80","2023-07-19 03:35:24"
"22021","6","10","10","27.70","96.40","2023-07-19 03:50:24"
"22022","6","8","8","27.80","96.00","2023-07-19 04:05:24"
"22023","4","5","6","27.80","95.80","2023-07-19 04:20:24"
"22024","1","2","2","27.80","94.50","2023-07-19 04:35:24"
"22025","2","3","3","27.80","91.90","2023-07-19 04:50:23"
"22026","3","4","4","27.80","93.00","2023-07-19 05:05:23"
"22027","1","2","2","27.80","93.30","2023-07-19 05:20:23"
"22028","1","2","2","27.90","92.60","2023-07-19 05:35:23"
"22029","2","3","4","27.90","92.10","2023-07-19 05:50:22"
"22030","2","3","3","27.90","92.90","2023-07-19 06:05:22"
"22031","3","4","4","27.90","93.30","2023-07-19 06:20:21"
"22032","2","3","4","27.90","93.00","2023-07-19 06:35:21"
"22033","2","4","4","27.90","92.30","2023-07-19 06:50:21"
"22034","4","5","5","27.90","93.20","2023-07-19 07:05:21"
"22035","4","6","6","28.00","92.50","2023-07-19 07:20:22"
"22036","3","5","5","28.10","91.60","2023-07-19 07:35:22"
"22037","4","5","7","28.40","91.40","2023-07-19 07:50:22"
"22038","3","4","4","28.80","90.30","2023-07-19 08:05:22"
"22039","2","3","4","29.20","87.00","2023-07-19 08:20:21"
"22040","2","3","3","29.90","85.20","2023-07-19 08:35:21"
"22041","1","1","3","30.10","83.60","2023-07-19 08:50:22"
"22042","6","8","8","30.30","82.40","2023-07-19 09:05:22"
"22043","2","3","3","30.20","82.60","2023-07-19 09:20:22"
"22044","0","0","0","30.90","80.90","2023-07-19 09:35:22"
"22045","0","1","2","30.90","80.80","2023-07-19 09:50:22"
"22046","1","2","3","30.90","80.70","2023-07-19 10:05:22"
"22047","1","1","1","31.20","80.20","2023-07-19 10:20:23"
"22048","1","2","2","31.10","80.00","2023-07-19 10:35:22"
"22049","2","2","2","31.60","79.20","2023-07-19 10:50:23"
"22050","0","1","1","31.80","77.80","2023-07-19 11:05:23"
"22051","0","1","1","31.60","77.50","2023-07-19 11:20:23"
"22052","2","3","3","31.60","77.40","2023-07-19 11:35:22"
"22053","2","3","3","31.50","78.50","2023-07-19 11:50:22"
"22054","0","1","1","31.70","78.30","2023-07-19 12:05:22"
"22055","0","1","1","31.80","77.70","2023-07-19 12:20:21"
"22056","0","1","1","32.00","76.50","2023-07-19 12:35:21"
"22057","0","0","0","31.90","77.10","2023-07-19 12:50:22"
"22058","2","3","3","32.00","77.30","2023-07-19 13:05:22"
"22059","2","2","2","32.20","76.40","2023-07-19 13:20:22"
"22060","0","1","1","32.80","74.60","2023-07-19 13:35:22"
"22061","3","4","4","33.40","71.20","2023-07-19 13:50:21"
"22062","107","116","116","33.80","69.60","2023-07-19 14:05:21"
"22063","0","0","0","33.80","70.20","2023-07-19 14:20:21"
"22064","0","1","1","33.50","71.60","2023-07-19 14:35:21"
"22065","0","0","0","33.30","73.20","2023-07-19 14:50:21"
"22066","1","2","2","33.30","72.90","2023-07-19 15:05:21"
"22067","1","1","2","33.30","72.90","2023-07-19 15:20:21"
"22068","0","0","0","33.30","73.10","2023-07-19 15:35:21"
"22069","0","2","2","33.00","73.70","2023-07-19 15:50:21"
"22070","1","2","2","32.60","75.30","2023-07-19 16:05:20"
"22071","2","2","2","32.40","76.40","2023-07-19 16:20:20"
"22072","1","2","2","32.20","77.00","2023-07-19 16:35:21"
"22073","29","45","45","31.70","78.80","2023-07-19 16:50:20"
"22074","1","2","2","31.70","79.80","2023-07-19 17:05:20"
"22075","3","4","4","31.40","81.60","2023-07-19 17:20:20"
"22076","1","2","2","31.30","81.50","2023-07-19 17:35:20"
"22077","2","3","3","31.10","81.60","2023-07-19 17:50:20"
"22078","1","1","1","31.00","80.10","2023-07-19 18:05:20"
"22079","0","1","1","31.00","81.30","2023-07-19 18:20:20"
"22080","1","2","2","30.90","80.10","2023-07-19 18:35:19"
"22081","2","3","3","30.80","81.50","2023-07-19 18:50:19"
"22082","0","1","1","30.30","83.40","2023-07-19 19:30:15"
"22083","1","3","3","30.00","86.40","2023-07-19 20:00:15"
"22084","1","1","2","29.90","86.90","2023-07-19 20:15:15"
"22085","2","3","3","29.80","88.30","2023-07-19 20:30:15"
"22086","2","4","4","29.80","87.80","2023-07-19 20:45:15"
"22087","2","2","2","29.70","89.00","2023-07-19 21:15:15"
"22088","1","4","5","29.60","88.90","2023-07-19 21:30:15"
"22089","3","9","10","29.60","89.60","2023-07-19 21:45:15"
"22090","1","2","2","29.60","90.10","2023-07-19 22:00:14"
"22091","1","2","2","29.60","90.60","2023-07-19 22:15:14"
"22092","131","132","132","29.60","89.60","2023-07-19 22:30:14"
"22093","0","0","0","29.50","89.30","2023-07-19 22:45:13"
"22094","1","3","3","29.50","88.90","2023-07-19 23:00:13"
"22095","1","1","2","29.50","89.40","2023-07-19 23:15:14"
"22096","2","2","3","29.50","89.30","2023-07-19 23:30:14"
"22097","1","2","2","29.50","88.20","2023-07-19 23:45:13"
"22098","1","2","2","29.60","89.30","2023-07-20 00:00:13"
"22099","1","3","4","29.50","89.50","2023-07-20 00:15:13"
"22100","0","0","0","29.30","89.90","2023-07-20 00:30:13"
"22101","0","0","0","29.30","89.90","2023-07-20 00:45:12"
"22102","0","1","2","29.20","89.80","2023-07-20 01:00:13"
"22103","0","0","1","29.20","89.40","2023-07-20 01:15:13"
"22104","3","4","5","29.10","88.70","2023-07-20 01:30:13"
"22105","0","1","1","29.20","88.90","2023-07-20 01:45:13"
"22106","0","1","2","29.10","89.70","2023-07-20 02:00:14"
"22107","0","0","0","29.00","89.90","2023-07-20 02:15:14"
"22108","2","2","2","29.00","89.10","2023-07-20 02:30:14"
"22109","0","0","0","29.00","89.60","2023-07-20 02:45:13"
"22110","1","1","2","29.00","90.40","2023-07-20 03:00:13"
"22111","0","0","0","28.90","91.60","2023-07-20 03:15:12"
