"id","pm01","pm25","pm10","temperature","humidity","event"
"13838","8","12","14","21.20","97.80","2023-04-23 01:29:45"
"13839","9","14","21","21.10","98.20","2023-04-23 01:44:45"
"13840","7","11","12","21.00","98.80","2023-04-23 01:59:44"
"13841","6","10","10","21.10","98.80","2023-04-23 02:14:44"
"13842","8","12","15","20.90","99.80","2023-04-23 02:29:44"
"13843","7","12","12","21.00","99.50","2023-04-23 02:44:44"
"13844","7","10","11","21.10","98.80","2023-04-23 02:59:43"
"13845","6","9","10","21.00","99.10","2023-04-23 03:14:43"
"13846","7","10","11","21.00","99.20","2023-04-23 03:29:43"
"13847","7","10","12","21.00","99.10","2023-04-23 03:44:43"
"13848","6","12","14","21.00","99.70","2023-04-23 03:59:42"
"13849","6","10","12","20.90","99.60","2023-04-23 04:14:42"
"13850","7","9","9","20.80","99.60","2023-04-23 04:29:42"
"13851","5","7","7","20.80","99.50","2023-04-23 04:44:42"
"13852","6","9","13","20.60","99.80","2023-04-23 04:59:41"
"13853","6","9","9","20.70","99.00","2023-04-23 05:14:41"
"13854","5","7","7","20.50","100.00","2023-04-23 05:29:41"
"13855","5","8","10","20.40","100.00","2023-04-23 05:44:41"
"13856","6","11","12","20.30","100.00","2023-04-23 05:59:41"
"13857","5","10","12","20.40","99.70","2023-04-23 06:14:41"
"13858","7","9","9","20.30","100.00","2023-04-23 06:29:41"
"13859","4","8","9","20.20","100.00","2023-04-23 06:44:41"
"13860","5","10","14","20.40","99.80","2023-04-23 06:59:41"
"13861","6","9","11","20.60","99.40","2023-04-23 07:14:41"
"13862","4","7","7","20.50","99.60","2023-04-23 07:29:41"
"13863","6","10","11","21.00","97.70","2023-04-23 07:44:41"
"13864","6","10","12","21.00","97.60","2023-04-23 07:59:40"
"13865","5","7","8","21.60","94.60","2023-04-23 08:14:40"
"13866","5","8","9","21.90","93.20","2023-04-23 08:29:39"
"13867","6","10","10","21.90","91.50","2023-04-23 08:44:39"
"13868","6","10","11","22.20","90.20","2023-04-23 08:59:38"
"13869","6","9","9","23.00","87.30","2023-04-23 09:14:38"
"13870","6","9","12","23.10","86.20","2023-04-23 09:29:38"
"13871","4","7","7","23.00","86.60","2023-04-23 09:44:38"
"13872","4","7","7","23.40","84.60","2023-04-23 09:59:38"
"13873","4","5","6","23.50","80.90","2023-04-23 10:14:38"
"13874","5","8","8","23.70","79.80","2023-04-23 10:29:37"
"13875","4","6","7","24.00","77.10","2023-04-23 10:44:37"
"13876","3","5","5","24.20","75.50","2023-04-23 10:59:37"
"13877","5","8","8","24.20","74.70","2023-04-23 11:14:37"
"13878","6","9","9","24.20","74.90","2023-04-23 11:29:37"
"13879","5","7","9","24.30","74.70","2023-04-23 11:44:36"
"13880","4","7","8","25.10","72.90","2023-04-23 11:59:36"
"13881","4","7","8","25.10","74.50","2023-04-23 12:14:36"
"13882","6","12","12","24.70","75.10","2023-04-23 12:29:36"
"13883","5","7","9","24.80","75.00","2023-04-23 12:44:36"
"13884","5","9","12","25.30","75.00","2023-04-23 12:59:36"
"13885","5","7","8","25.40","74.80","2023-04-23 13:14:36"
"13886","5","7","8","25.60","74.40","2023-04-23 13:29:35"
"13887","5","7","8","25.70","73.40","2023-04-23 13:44:35"
"13888","5","8","8","25.30","74.40","2023-04-23 13:59:35"
"13889","6","10","10","25.80","73.20","2023-04-23 14:14:35"
"13890","5","11","11","26.10","72.00","2023-04-23 14:29:35"
"13891","6","9","10","26.00","72.80","2023-04-23 14:44:35"
"13892","6","10","11","25.60","71.50","2023-04-23 14:59:35"
"13893","6","11","13","25.60","73.90","2023-04-23 15:14:35"
"13894","6","10","11","26.00","73.30","2023-04-23 15:29:34"
"13895","6","10","10","26.50","72.80","2023-04-23 15:44:34"
"13896","5","8","8","25.60","75.20","2023-04-23 15:59:34"
"13897","8","12","14","25.90","74.90","2023-04-23 16:14:33"
"13898","6","9","9","25.60","75.50","2023-04-23 16:29:33"
"13899","6","11","13","25.30","77.20","2023-04-23 16:44:32"
"13900","5","7","7","24.90","79.00","2023-04-23 16:59:33"
"13901","7","9","13","24.50","79.70","2023-04-23 17:14:32"
"13902","8","12","14","24.80","79.60","2023-04-23 17:29:32"
"13903","7","10","11","24.10","81.90","2023-04-23 17:44:33"
"13904","7","10","11","24.20","81.30","2023-04-23 17:59:33"
"13905","6","10","11","23.90","84.00","2023-04-23 18:14:32"
"13906","10","18","21","23.90","83.50","2023-04-23 18:29:32"
"13907","7","10","10","23.60","85.30","2023-04-23 18:44:32"
"13908","9","14","15","23.30","86.20","2023-04-23 18:59:32"
"13909","8","11","12","23.10","88.60","2023-04-23 19:14:31"
"13910","10","15","15","23.00","89.40","2023-04-23 19:29:31"
"13911","8","15","16","22.90","89.90","2023-04-23 19:44:31"
"13912","8","11","12","22.60","92.00","2023-04-23 19:59:31"
"13913","10","15","15","22.50","92.40","2023-04-23 20:14:31"
"13914","9","17","17","22.60","91.80","2023-04-23 20:29:31"
"13915","9","15","16","22.30","94.00","2023-04-23 20:44:31"
"13916","9","17","21","22.20","94.80","2023-04-23 20:59:31"
"13917","11","17","17","22.00","95.80","2023-04-23 21:14:30"
"13918","12","17","18","22.10","95.80","2023-04-23 21:29:30"
"13919","12","22","30","22.00","96.40","2023-04-23 21:44:30"
"13920","12","19","21","22.00","96.00","2023-04-23 21:59:30"
"13921","10","15","16","21.90","97.30","2023-04-23 22:14:30"
"13922","10","16","18","21.70","97.70","2023-04-23 22:29:29"
"13923","12","16","17","21.70","97.60","2023-04-23 22:44:29"
"13924","10","14","14","22.00","96.00","2023-04-23 22:59:29"
"13925","11","18","20","21.80","97.60","2023-04-23 23:14:29"
"13926","12","19","21","21.50","98.80","2023-04-23 23:29:28"
"13927","10","14","17","21.40","99.00","2023-04-23 23:44:28"
"13928","10","16","18","21.60","98.00","2023-04-23 23:59:28"
"13929","9","13","14","21.70","97.70","2023-04-24 00:14:28"
"13930","8","12","14","21.70","97.40","2023-04-24 00:29:27"
"13931","7","13","14","21.70","98.20","2023-04-24 00:44:27"
"13932","9","14","15","21.70","98.40","2023-04-24 00:59:26"
"13933","12","17","17","21.60","98.70","2023-04-24 01:14:26"
"13934","9","16","16","21.40","99.60","2023-04-24 01:29:26"
"13935","11","14","16","21.50","99.10","2023-04-24 01:44:26"
"13936","10","15","16","21.40","98.60","2023-04-24 01:59:25"
"13937","11","15","15","21.50","98.70","2023-04-24 02:14:25"
"13938","9","14","15","21.40","99.30","2023-04-24 02:29:25"
"13939","10","17","17","21.20","99.10","2023-04-24 02:44:25"
"13940","11","18","19","21.20","100.00","2023-04-24 02:59:25"
